PATH,86.0,197.0,9,0.11111111,0.11111111,1.611112,1.4516907,1.2777786,1.1038647,63.22222,56.22222,77.77778,55.666668,-21.0,43.666668,-22.666666,77.77778,0.28533262,-2.06802
PATH,4.0,189.0,9,0.0,0.0,2.0555565,3.8851852,11.722221,114.59634,26.444445,23.444445,33.0,22.88889,-9.0,19.666666,-10.666667,33.0,0.27147257,-2.1010017
PATH,134.0,187.0,9,0.0,0.0,1.8888887,1.5153537,2.1111114,1.7847083,59.37037,52.666668,74.111115,51.333332,-20.11111,44.22222,-24.11111,74.111115,0.30745777,-2.03348
PATH,252.0,201.0,9,0.0,0.0,4.6111107,5.495115,5.5555553,5.795274,40.296295,35.77778,49.0,36.11111,-13.555555,26.11111,-12.555555,49.0,0.2753682,-2.1758256
PATH,219.0,176.0,9,0.0,0.11111111,2.1111119,1.857917,5.111111,2.8414931,60.296295,53.333332,75.66667,51.88889,-20.88889,46.11111,-25.222221,75.66667,0.31446242,-2.0306482
PATH,205.0,190.0,9,0.0,0.0,1.2777773,0.9981452,1.6111107,1.1238158,49.48148,44.77778,60.666668,43.0,-14.111111,33.555557,-19.444445,60.666668,0.29078844,-1.9875989
PATH,202.0,193.0,9,0.0,0.0,1.111112,0.7503075,3.3888881,2.489236,41.703705,37.88889,50.666668,36.555557,-11.444445,26.88889,-15.444445,50.666668,0.27838665,-1.9929975
PATH,223.0,161.0,9,0.0,0.0,1.3888893,3.040736,8.999999,31.022234,42.037037,36.0,52.22222,37.88889,-18.11111,30.555555,-12.444445,52.22222,0.30841646,-2.282295
PATH,87.0,196.0,9,0.11111111,0.0,1.3333321,0.8692278,2.222222,1.6688869,61.592594,55.0,75.66667,54.11111,-19.777779,42.22222,-22.444445,75.66667,0.28752622,-2.0487363
PATH,105.0,193.0,9,0.0,0.0,3.222222,1.9051597,2.8888893,2.1773255,60.11111,53.11111,75.111115,52.11111,-21.0,45.0,-24.0,75.111115,0.30846536,-2.047766
PATH,77.0,185.0,9,0.0,0.0,2.944445,7.6629586,6.2222214,32.118523,32.555557,29.222221,39.666668,28.777779,-10.0,21.333334,-11.333333,39.666668,0.27036038,-2.0852716
PATH,88.0,180.0,9,0.0,0.0,1.4999994,0.93689823,3.833332,2.888675,50.407406,45.22222,62.333332,43.666668,-15.555555,35.77778,-20.222221,62.333332,0.3009182,-2.0087192
PATH,214.0,161.0,9,0.0,0.0,3.7222223,0.72963357,11.5,18.922234,40.444443,35.333336,49.666668,36.333336,-15.333333,27.666666,-12.333333,49.666668,0.29805613,-2.198939
PATH,198.0,183.0,9,0.0,0.0,1.0555547,1.1816497,3.3888881,1.5974506,54.037037,48.88889,66.55556,46.666668,-15.444445,37.555557,-22.11111,66.55556,0.2986217,-1.9749589
PATH,189.0,187.0,9,0.0,0.0,1.2222227,1.0036974,3.0555553,2.3890193,48.51852,44.11111,59.88889,41.555557,-13.222222,34.11111,-20.88889,59.88889,0.30575457,-1.9474715
PATH,124.0,191.0,9,0.0,0.0,3.5000007,2.7386136,3.277778,2.8001328,59.74074,52.88889,74.77778,51.555557,-20.555555,45.11111,-24.555555,74.77778,0.31361094,-2.03548
PATH,182.0,186.0,9,0.11111111,0.0,3.666666,2.0439608,1.7777767,1.2412661,48.444443,43.77778,59.88889,41.666668,-14.0,34.333332,-20.333334,59.88889,0.30452195,-1.9730555
PATH,151.0,163.0,9,0.0,0.0,2.0555556,2.2851863,18.166666,41.988934,40.0,34.555557,48.0,37.444443,-16.333334,24.0,-7.6666665,48.11111,0.2638465,-2.5174901
PATH,112.0,197.0,9,0.0,0.0,4.2222233,2.9938211,4.9444447,3.1227946,50.333332,44.666668,62.22222,44.11111,-17.0,35.666668,-18.666666,62.22222,0.29632849,-2.0712209
PATH,137.0,182.0,9,0.0,0.0,1.8333334,3.8555553,3.6111107,9.218522,34.925926,31.444445,42.88889,30.444445,-10.444445,23.88889,-13.444445,42.88889,0.28575617,-2.0011246
PATH,4.0,201.0,9,0.0,0.22222222,2.722222,1.6788458,5.2222214,3.1245742,53.703705,47.11111,67.22222,46.77778,-19.777779,40.555557,-20.777779,67.22222,0.30885938,-2.0752265
PATH,235.0,196.0,9,0.0,0.0,1.6666666,1.333334,2.222222,1.1482682,47.25926,41.77778,58.555557,41.444443,-16.444445,33.88889,-17.444445,58.555557,0.29423782,-2.0746155
PATH,167.0,189.0,9,0.0,0.0,3.7777774,2.2377224,3.7777774,1.544405,58.407406,51.333332,72.44444,51.444443,-21.222221,42.11111,-20.88889,72.44444,0.29552308,-2.1013258
PATH,250.0,176.0,9,0.0,0.11111111,1.611112,1.0628399,3.444444,1.6953092,53.666668,47.11111,67.66667,46.22222,-19.666666,42.0,-22.333334,67.66667,0.3181372,-2.0522583
PATH,244.0,194.0,9,0.0,0.0,1.722222,1.14342,2.277778,2.03761,49.74074,44.444443,61.666668,43.11111,-15.888889,35.77778,-19.88889,61.666668,0.30085307,-2.0218375
PATH,178.0,185.0,9,0.0,0.0,2.6111119,1.8063676,3.1111114,2.2771008,49.037037,44.0,60.666668,42.444443,-15.111111,34.88889,-19.777779,60.666668,0.30003616,-2.006186
PATH,229.0,195.0,9,0.0,0.0,4.166666,2.2779152,4.111111,2.2476342,47.703705,42.444443,58.88889,41.77778,-15.777778,33.555557,-17.777779,58.88889,0.29027814,-2.0527046
